"active","price","created_at","id","name","description","sku","categories","in_stock"
"True","203.77","2025-08-03 00:15:32.6374+02","197","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0197","Home","117"
"True","110.92","2025-07-23 00:15:32.6374+02","198","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0198","Sports","46"
"True","6.87","2025-09-29 00:15:32.6374+02","199","Business Strategy 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0199","Books;Sports","40"
"True","1832.76","2025-02-06 00:15:32.6374+01","200","Smartphone 1","High-quality high-performance smartphone with latest features.","SKU0200","Electronics","128"
"True","134.18","2025-10-24 00:15:32.6374+02","201","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0201","Clothing","36"
"True","330.38","2025-11-08 00:15:32.6374+01","202","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0202","Home","497"
"True","205.06","2025-12-18 00:15:32.6374+01","203","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0203","Home","34"
"True","21.84","2025-01-25 00:15:32.6374+01","204","Mystery Thriller 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0204","Books","5"
"True","1869.97","2025-10-06 00:15:32.6374+02","205","Bluetooth Speaker 6","High-quality professional-grade smartphone with latest features.","SKU0205","Electronics","29"
"True","139.13","2025-09-20 00:15:32.6374+02","206","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0206","Clothing","25"
"True","106.86","2025-12-04 00:15:32.6374+01","207","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0207","Home","8"
"True","49.21","2025-10-23 00:15:32.6374+02","208","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0208","Sports","18"
"True","49.08","2025-10-29 00:15:32.6374+01","209","Cookbook 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0209","Books","29"
"True","546.57","2025-10-21 00:15:32.6374+02","210","Headphones 1","High-quality premium smartphone with latest features.","SKU0210","Electronics","38"
"False","101.64","2025-01-30 00:15:32.6374+01","211","Jeans L4","Comfortable and stylish fashionable jacket for all seasons.","SKU0211","Clothing","90"
"True","268.40","2025-09-12 00:15:32.6374+02","212","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0212","Home","34"
"True","179.07","2025-06-26 00:15:32.6374+02","213","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0213","Clothing;Sports","15"
"True","17.49","2025-09-15 00:15:32.6374+02","214","Historical Fiction 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0214","Books;Sports","11"
"True","262.91","2025-01-04 00:15:32.6374+01","215","Fitness Tracker 1","High-quality high-performance smartphone with latest features.","SKU0215","Electronics;Sports","484"
"True","171.11","2025-11-19 00:15:32.6374+01","216","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0216","Clothing","41"
"True","310.06","2025-04-03 00:15:32.6374+02","217","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0217","Home","7"
"False","76.26","2025-03-19 00:15:32.6374+01","218","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0218","Sports","48"
"False","43.10","2025-07-28 00:15:32.6374+02","219","Biography 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0219","Books","6"
"True","1103.34","2025-08-29 00:15:32.6374+02","220","Tablet 1","High-quality professional-grade smartphone with latest features.","SKU0220","Electronics","455"
"True","143.50","2025-11-30 00:15:32.6374+01","221","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0221","Clothing","1"
"True","23.14","2025-09-01 00:15:32.6374+02","222","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0222","Home","42"
"True","233.33","2025-05-15 00:15:32.6374+02","223","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0223","Home","36"
"True","43.68","2025-06-03 00:15:32.6374+02","224","Science Fiction Novel 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0224","Books","30"
"True","940.64","2025-05-13 00:15:32.6374+02","225","Laptop 6","High-quality premium smartphone with latest features.","SKU0225","Electronics","34"
"True","64.34","2025-02-21 00:15:32.6374+01","226","Hoodie G3","Comfortable and stylish fashionable dress for any occasion.","SKU0226","Clothing","33"
"True","415.73","2025-03-19 00:15:32.6374+01","227","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0227","Home","32"
"True","101.66","2025-03-03 00:15:32.6374+01","228","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0228","Sports","7"
"True","23.19","2025-04-22 00:15:32.6374+02","229","Fantasy Epic 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0229","Books;Sports","343"
"False","900.85","2025-04-03 00:15:32.6374+02","230","Gaming Console 3","High-quality high-performance smartphone with latest features.","SKU0230","Electronics","34"
"True","18.13","2025-04-30 00:15:32.6374+02","231","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0231","Clothing","7"
"True","395.64","2025-09-29 00:15:32.6374+02","232","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0232","Home","3"
"True","109.13","2025-05-13 00:15:32.6374+02","233","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0233","Clothing;Sports","222"
"True","49.36","2025-03-07 00:15:32.6374+01","234","Self-Help Guide 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0234","Books","23"
"True","1708.85","2025-01-25 00:15:32.6374+01","235","Smart Watch 4","High-quality professional-grade smartphone with latest features.","SKU0235","Electronics","1"
"True","35.10","2025-08-16 00:15:32.6374+02","236","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0236","Clothing","46"
"True","358.93","2025-02-08 00:15:32.6374+01","237","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0237","Home","318"
"True","222.59","2025-01-10 00:15:32.6374+01","238","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0238","Sports","47"
"False","27.02","2025-04-27 00:15:32.6374+02","239","Business Strategy 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0239","Books","85"
"True","1495.22","2025-03-20 00:15:32.6374+01","240","Smartphone 1","High-quality premium smartphone with latest features.","SKU0240","Electronics","33"
"True","65.37","2025-01-28 00:15:32.6374+01","241","Jeans B2","Comfortable and stylish fashionable jeans with perfect fit.","SKU0241","Clothing","186"
"True","314.14","2025-09-09 00:15:32.6374+02","242","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0242","Home","367"
"True","108.72","2025-10-11 00:15:32.6374+02","243","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0243","Home","5"
"True","31.50","2025-04-18 00:15:32.6374+02","244","Mystery Thriller 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0244","Books;Sports","311"
"True","726.14","2025-11-10 00:15:32.6374+01","245","Bluetooth Speaker 6","High-quality high-performance smartphone with latest features.","SKU0245","Electronics","10"
"False","97.39","2025-06-29 00:15:32.6374+02","246","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0246","Clothing","47"
"False","189.97","2025-03-27 00:15:32.6374+01","247","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0247","Home","10"
"True","84.90","2025-04-09 00:15:32.6374+02","248","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0248","Sports","45"
"True","7.26","2025-06-27 00:15:32.6374+02","249","Cookbook 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0249","Books","19"
"True","1546.33","2025-01-10 00:15:32.6374+01","250","Headphones 11","High-quality professional-grade smartphone with latest features.","SKU0250","Electronics","44"
"True","123.90","2025-05-20 00:15:32.6374+02","251","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0251","Clothing","58"
"False","196.67","2025-01-31 00:15:32.6374+01","252","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0252","Home","7"
"True","33.97","2025-05-14 00:15:32.6374+02","253","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0253","Clothing;Sports","15"
"True","22.66","2025-03-26 00:15:32.6374+01","254","Historical Fiction 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0254","Books","30"
"True","1808.39","2025-07-01 00:15:32.6374+02","255","Fitness Tracker 1","High-quality premium smartphone with latest features.","SKU0255","Electronics;Sports","12"
"True","46.94","2025-11-18 00:15:32.6374+01","256","Hoodie Q5","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0256","Clothing","25"
"True","34.25","2025-06-29 00:15:32.6374+02","257","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0257","Home","25"
"True","160.32","2025-02-23 00:15:32.6374+01","258","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0258","Sports","4"
"True","25.92","2025-05-26 00:15:32.6374+02","259","Biography 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0259","Books;Sports","68"
"True","218.77","2025-01-09 00:15:32.6374+01","260","Tablet 1","High-quality high-performance smartphone with latest features.","SKU0260","Electronics","26"
"True","92.28","2024-12-31 00:15:32.6374+01","261","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0261","Clothing","6"
"True","94.07","2025-12-04 00:15:32.6374+01","262","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0262","Home","179"
"True","135.61","2025-08-27 00:15:32.6374+02","263","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0263","Home","45"
"True","24.07","2025-02-06 00:15:32.6374+01","264","Science Fiction Novel 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0264","Books","57"
"True","216.69","2025-09-12 00:15:32.6374+02","265","Laptop 6","High-quality professional-grade smartphone with latest features.","SKU0265","Electronics","200"
"True","16.17","2025-06-07 00:15:32.6374+02","266","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0266","Clothing","10"
"True","193.51","2025-12-16 00:15:32.6374+01","267","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0267","Home","19"
"True","207.88","2025-05-07 00:15:32.6374+02","268","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0268","Sports","24"
"True","26.17","2025-10-26 00:15:32.6374+02","269","Fantasy Epic 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0269","Books","44"
"True","1158.48","2025-05-01 00:15:32.6374+02","270","Gaming Console 1","High-quality premium smartphone with latest features.","SKU0270","Electronics","22"
"True","68.13","2025-05-19 00:15:32.6374+02","271","Jeans L8","Comfortable and stylish fashionable jacket for all seasons.","SKU0271","Clothing","36"
"True","421.46","2025-10-24 00:15:32.6374+02","272","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0272","Home","171"
"True","85.76","2025-06-22 00:15:32.6374+02","273","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0273","Clothing;Sports","34"
"True","12.15","2025-10-26 00:15:32.6374+02","274","Self-Help Guide 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0274","Books;Sports","82"
"True","853.58","2025-10-03 00:15:32.6374+02","275","Smart Watch 4","High-quality high-performance smartphone with latest features.","SKU0275","Electronics","73"
"True","128.79","2025-09-20 00:15:32.6374+02","276","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0276","Clothing","39"
"True","278.94","2025-11-04 00:15:32.6374+01","277","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0277","Home","49"
"True","46.92","2025-10-05 00:15:32.6374+02","278","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0278","Sports","27"
"True","11.48","2025-11-05 00:15:32.6374+01","279","Business Strategy 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0279","Books","387"
"True","1816.38","2025-10-20 00:15:32.6374+02","280","Smartphone 1","High-quality professional-grade smartphone with latest features.","SKU0280","Electronics","47"
"True","52.39","2025-01-24 00:15:32.6374+01","281","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0281","Clothing","16"
"True","234.26","2025-12-22 00:15:32.6374+01","282","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0282","Home","180"
"True","140.48","2025-07-02 00:15:32.6374+02","283","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0283","Home","198"
"True","44.49","2025-10-06 00:15:32.6374+02","284","Mystery Thriller 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0284","Books","44"
"True","489.28","2025-01-03 00:15:32.6374+01","285","Bluetooth Speaker 6","High-quality premium smartphone with latest features.","SKU0285","Electronics","18"
"True","102.70","2025-02-26 00:15:32.6374+01","286","Hoodie G7","Comfortable and stylish fashionable dress for any occasion.","SKU0286","Clothing","48"
"True","370.27","2025-01-08 00:15:32.6374+01","287","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0287","Home","124"
"True","254.64","2025-10-18 00:15:32.6374+02","288","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0288","Sports","34"
"True","20.00","2025-06-22 00:15:32.6374+02","289","Cookbook 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0289","Books;Sports","6"
"True","1237.05","2025-11-02 00:15:32.6374+01","290","Headphones 6","High-quality high-performance smartphone with latest features.","SKU0290","Electronics","66"
"True","58.86","2025-07-02 00:15:32.6374+02","291","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0291","Clothing","23"
"True","302.78","2025-07-30 00:15:32.6374+02","292","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0292","Home","26"
"False","262.11","2025-06-07 00:15:32.6374+02","293","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0293","Clothing;Sports","259"
"False","49.84","2025-10-16 00:15:32.6374+02","294","Historical Fiction 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0294","Books","38"
"True","192.74","2025-12-23 00:15:32.6374+01","295","Fitness Tracker 1","High-quality professional-grade smartphone with latest features.","SKU0295","Electronics;Sports","42"
"True","52.78","2025-09-02 00:15:32.6374+02","296","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0296","Clothing","21"
"True","263.54","2025-04-18 00:15:32.6374+02","297","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0297","Home","38"
"True","39.36","2025-05-14 00:15:32.6374+02","298","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0298","Sports","180"
"True","41.27","2025-10-18 00:15:32.6374+02","299","Biography 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0299","Books","36"
"True","1291.66","2025-06-01 00:15:32.6374+02","300","Tablet 1","High-quality premium smartphone with latest features.","SKU0300","Electronics","19"
"True","29.97","2025-05-18 00:15:32.6374+02","301","Jeans B6","Comfortable and stylish fashionable jeans with perfect fit.","SKU0301","Clothing","197"
"True","471.49","2025-04-14 00:15:32.6374+02","302","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0302","Home","2"
"True","65.14","2025-11-07 00:15:32.6374+01","303","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0303","Home","190"
"False","18.26","2025-05-16 00:15:32.6374+02","304","Science Fiction Novel 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0304","Books;Sports","45"
"True","895.58","2025-10-21 00:15:32.6374+02","305","Laptop 6","High-quality high-performance smartphone with latest features.","SKU0305","Electronics","340"
"True","195.80","2025-02-25 00:15:32.6374+01","306","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0306","Clothing","142"
"True","149.15","2025-11-05 00:15:32.6374+01","307","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0307","Home","8"
"False","255.95","2025-08-07 00:15:32.6374+02","308","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0308","Sports","17"
"True","25.57","2025-02-18 00:15:32.6374+01","309","Fantasy Epic 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0309","Books","37"
"True","635.22","2025-06-19 00:15:32.6374+02","310","Gaming Console 2","High-quality professional-grade smartphone with latest features.","SKU0310","Electronics","44"
"True","110.83","2025-10-22 00:15:32.6374+02","311","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0311","Clothing","62"
"True","175.28","2025-06-03 00:15:32.6374+02","312","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0312","Home","48"
"True","93.73","2025-08-07 00:15:32.6374+02","313","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0313","Clothing;Sports","38"
"True","41.60","2025-05-12 00:15:32.6374+02","314","Self-Help Guide 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0314","Books","45"
"False","428.35","2025-03-09 00:15:32.6374+01","315","Smart Watch 4","High-quality premium smartphone with latest features.","SKU0315","Electronics","15"
"True","140.85","2025-08-02 00:15:32.6374+02","316","Hoodie Q2","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0316","Clothing","159"
"True","432.17","2025-03-08 00:15:32.6374+01","317","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0317","Home","100"
"True","253.54","2025-09-27 00:15:32.6374+02","318","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0318","Sports","1"
"True","9.82","2025-09-03 00:15:32.6374+02","319","Business Strategy 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0319","Books;Sports","313"
"True","542.74","2025-07-11 00:15:32.6374+02","320","Smartphone 1","High-quality high-performance smartphone with latest features.","SKU0320","Electronics","58"
"True","168.55","2025-06-09 00:15:32.6374+02","321","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0321","Clothing","0"
"True","22.05","2025-01-28 00:15:32.6374+01","322","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0322","Home","21"
"True","280.46","2025-03-23 00:15:32.6374+01","323","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0323","Home","49"
"True","10.27","2025-09-24 00:15:32.6374+02","324","Mystery Thriller 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0324","Books","32"
"True","1954.55","2025-06-04 00:15:32.6374+02","325","Bluetooth Speaker 6","High-quality professional-grade smartphone with latest features.","SKU0325","Electronics","43"
"True","114.34","2025-09-30 00:15:32.6374+02","326","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0326","Clothing","31"
"True","309.74","2025-02-19 00:15:32.6374+01","327","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0327","Home","498"
"False","168.28","2025-09-06 00:15:32.6374+02","328","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0328","Sports","23"
"True","34.53","2025-01-25 00:15:32.6374+01","329","Cookbook 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0329","Books","20"
"True","911.53","2025-12-14 00:15:32.6374+01","330","Headphones 1","High-quality premium smartphone with latest features.","SKU0330","Electronics","45"
"True","153.89","2025-01-14 00:15:32.6374+01","331","Jeans L4","Comfortable and stylish fashionable jacket for all seasons.","SKU0331","Clothing","33"
"True","340.77","2025-11-21 00:15:32.6374+01","332","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0332","Home","17"
"True","30.87","2025-02-07 00:15:32.6374+01","333","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0333","Clothing;Sports","13"
"True","7.01","2025-05-04 00:15:32.6374+02","334","Historical Fiction 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0334","Books;Sports","13"
"True","1739.84","2025-09-25 00:15:32.6374+02","335","Fitness Tracker 1","High-quality high-performance smartphone with latest features.","SKU0335","Electronics;Sports","36"
"True","116.72","2025-09-01 00:15:32.6374+02","336","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0336","Clothing","2"
"True","248.98","2025-02-10 00:15:32.6374+01","337","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0337","Home","27"
"True","299.28","2025-11-13 00:15:32.6374+01","338","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0338","Sports","44"
"False","41.88","2024-12-28 00:15:32.6374+01","339","Biography 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0339","Books","35"
"True","462.98","2025-06-11 00:15:32.6374+02","340","Tablet 1","High-quality professional-grade smartphone with latest features.","SKU0340","Electronics","32"
"True","165.92","2025-10-25 00:15:32.6374+02","341","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0341","Clothing","40"
"True","63.43","2025-06-07 00:15:32.6374+02","342","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0342","Home","25"
"False","32.29","2025-04-29 00:15:32.6374+02","343","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0343","Home","33"
"True","30.00","2025-01-30 00:15:32.6374+01","344","Science Fiction Novel 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0344","Books","13"
"False","311.69","2025-07-18 00:15:32.6374+02","345","Laptop 6","High-quality premium smartphone with latest features.","SKU0345","Electronics","16"
"True","48.34","2025-12-10 00:15:32.6374+01","346","Hoodie G4","Comfortable and stylish fashionable dress for any occasion.","SKU0346","Clothing","86"
"True","412.85","2025-09-20 00:15:32.6374+02","347","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0347","Home","9"
"True","197.39","2025-10-18 00:15:32.6374+02","348","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0348","Sports","125"
"True","45.43","2025-12-05 00:15:32.6374+01","349","Fantasy Epic 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0349","Books;Sports","8"
"True","1679.34","2025-01-28 00:15:32.6374+01","350","Gaming Console 3","High-quality high-performance smartphone with latest features.","SKU0350","Electronics","46"
"True","55.11","2025-10-05 00:15:32.6374+02","351","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0351","Clothing","42"
"True","311.35","2025-03-24 00:15:32.6374+01","352","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0352","Home","35"
"True","269.90","2025-12-06 00:15:32.6374+01","353","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0353","Clothing;Sports","43"
"False","46.33","2025-09-26 00:15:32.6374+02","354","Self-Help Guide 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0354","Books","17"
"True","1216.81","2025-08-02 00:15:32.6374+02","355","Smart Watch 4","High-quality professional-grade smartphone with latest features.","SKU0355","Electronics","382"
"True","84.02","2025-11-30 00:15:32.6374+01","356","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0356","Clothing","25"
"True","493.87","2025-01-17 00:15:32.6374+01","357","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0357","Home","3"
"True","160.30","2025-04-05 00:15:32.6374+02","358","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0358","Sports","28"
"True","5.23","2025-03-16 00:15:32.6374+01","359","Business Strategy 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0359","Books","15"
"True","1549.88","2025-07-21 00:15:32.6374+02","360","Smartphone 1","High-quality premium smartphone with latest features.","SKU0360","Electronics","0"
"True","62.87","2025-12-14 00:15:32.6374+01","361","Jeans B2","Comfortable and stylish fashionable jeans with perfect fit.","SKU0361","Clothing","43"
"True","289.68","2025-10-11 00:15:32.6374+02","362","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0362","Home","29"
"True","47.28","2025-11-19 00:15:32.6374+01","363","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0363","Home","0"
"True","47.36","2025-03-07 00:15:32.6374+01","364","Mystery Thriller 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0364","Books;Sports","143"
"True","1392.69","2025-12-23 00:15:32.6374+01","365","Bluetooth Speaker 6","High-quality high-performance smartphone with latest features.","SKU0365","Electronics","29"
"True","72.06","2025-12-13 00:15:32.6374+01","366","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0366","Clothing","48"
"True","77.96","2025-07-22 00:15:32.6374+02","367","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0367","Home","159"
"True","228.49","2025-04-02 00:15:32.6374+02","368","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0368","Sports","10"
"True","14.48","2025-12-02 00:15:32.6374+01","369","Cookbook 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0369","Books","14"
"False","766.95","2025-01-13 00:15:32.6374+01","370","Headphones 11","High-quality professional-grade smartphone with latest features.","SKU0370","Electronics","4"
"True","177.62","2025-12-13 00:15:32.6374+01","371","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0371","Clothing","162"
"True","93.96","2025-08-17 00:15:32.6374+02","372","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0372","Home","32"
"True","62.46","2025-10-17 00:15:32.6374+02","373","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0373","Clothing;Sports","78"
"True","42.71","2025-02-01 00:15:32.6374+01","374","Historical Fiction 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0374","Books","88"
"True","1231.98","2025-03-06 00:15:32.6374+01","375","Fitness Tracker 1","High-quality premium smartphone with latest features.","SKU0375","Electronics;Sports","333"
"True","27.18","2025-09-24 00:15:32.6374+02","376","Hoodie Q6","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0376","Clothing","11"
"True","319.70","2025-07-13 00:15:32.6374+02","377","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0377","Home","468"
"False","203.63","2025-08-13 00:15:32.6374+02","378","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0378","Sports","39"
"True","9.18","2025-02-14 00:15:32.6374+01","379","Biography 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0379","Books;Sports","26"
"True","1779.24","2025-11-21 00:15:32.6374+01","380","Tablet 1","High-quality high-performance smartphone with latest features.","SKU0380","Electronics","26"
"True","99.90","2025-02-13 00:15:32.6374+01","381","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0381","Clothing","17"
"True","179.46","2025-08-17 00:15:32.6374+02","382","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0382","Home","354"
"True","74.62","2025-03-17 00:15:32.6374+01","383","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0383","Home","46"
"True","18.31","2025-12-09 00:15:32.6374+01","384","Science Fiction Novel 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0384","Books","177"
"True","250.53","2025-11-02 00:15:32.6374+01","385","Laptop 6","High-quality professional-grade smartphone with latest features.","SKU0385","Electronics","11"
"False","109.86","2025-03-11 00:15:32.6374+01","386","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0386","Clothing","28"
"True","414.63","2025-03-07 00:15:32.6374+01","387","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0387","Home","191"
"True","233.40","2025-07-07 00:15:32.6374+02","388","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0388","Sports","39"
"True","27.69","2025-01-28 00:15:32.6374+01","389","Fantasy Epic 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0389","Books","22"
"False","97.87","2025-08-06 00:15:32.6374+02","390","Gaming Console 1","High-quality premium smartphone with latest features.","SKU0390","Electronics","3"
"True","124.46","2025-12-21 00:15:32.6374+01","391","Jeans L8","Comfortable and stylish fashionable jacket for all seasons.","SKU0391","Clothing","17"
"True","295.46","2025-06-26 00:15:32.6374+02","392","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0392","Home","11"
"True","244.55","2025-09-01 00:15:32.6374+02","393","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0393","Clothing;Sports","16"
